True Values,Regression Predictions,CNN1D Predictions,RMSE Regression,R2 Regression,RMSE CNN1D,R2 CNN1D
23.4,20.464321,22.777763,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
20.1,21.939,23.19372,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
7.4,20.723267,23.158966,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
15.4,15.745272,22.9998,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
23.8,22.448566,23.33891,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
20.1,18.21064,23.976765,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
24.5,15.754274,23.744328,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
33.0,20.177107,23.955572,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
28.4,23.307302,23.360739,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
14.1,22.713282,23.24862,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
46.7,22.470854,22.953648,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
32.5,21.168339,24.420238,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
29.6,22.52279,23.598808,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
28.4,22.859154,23.560019,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
19.8,20.706688,23.115328,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
20.2,22.89478,23.673098,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
25.0,21.80246,22.699717,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
35.4,14.493898,23.574371,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
20.3,21.82308,23.371248,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
9.7,21.071217,23.135546,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
14.5,18.696663,23.593658,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
34.9,24.281971,23.070044,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
26.6,22.392548,23.108957,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
7.199999999999999,23.335026,23.178354,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
50.0,24.021063,24.37122,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
32.4,19.188875,25.206957,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.6,21.773273,23.355759,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
29.8,22.392342,23.77094,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
13.1,23.152855,23.334366,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
27.5,25.970957,23.59151,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.2,21.40778,22.79086,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
23.1,21.580439,22.54152,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.9,16.152462,23.95795,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
13.0,23.715967,23.437508,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
23.2,19.307812,23.050144,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
8.1,19.306084,23.880768,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
5.600000000000001,23.374512,22.999556,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.7,19.983646,25.281206,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
29.6,18.243351,22.743708,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
19.6,22.57817,23.195198,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
7.0,19.743217,23.631893,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
26.4,20.943644,22.634918,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
18.9,21.695656,23.732937,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
20.9,21.125729,22.67938,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
28.1,21.542072,22.673853,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
35.4,23.198631,22.586142,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
10.2,20.88536,23.193468,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
24.3,23.29429,23.044222,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
43.1,23.340199,24.337248,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
17.6,19.761965,24.607975,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
15.4,23.187038,23.52245,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
16.2,20.580849,23.27393,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
27.1,22.409363,23.90533,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.4,23.370802,23.015028,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.5,19.074463,25.039955,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
22.4,18.85883,23.429535,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
25.0,21.658495,23.595697,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
16.6,22.002056,24.016539,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
18.6,14.8368,23.964878,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
22.0,21.684626,23.17575,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
42.8,18.075956,22.737696,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
35.1,23.604923,22.432884,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.5,17.515865,22.826365,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
36.0,23.101341,24.40841,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
21.9,19.58724,23.88082,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
24.1,20.38856,23.022255,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
50.0,20.211206,24.275002,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
26.7,21.81885,25.493532,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
25.0,22.746326,23.110123,9.780208050389712,-0.14906351892363778,9.027967939525682,0.020898161649538727
